u_id,r_id,time_taken,preferrence,rating
670,1312,50.09,park,1
670,1067,41.01,river,5
670,1198,39.86,river,5
670,1467,37.32,park,2
671,919,21.06,river,5
671,1075,36.85,river,5
671,977,37.1,mountain,5
671,1311,57.47,park,3
671,1076,34.79,river,5
671,1475,35.58,park,3
671,1412,35.16,mountain,5
671,1029,27.63,river,5
671,1261,33.55,mountain,5
671,1252,52.18,mountain,5
672,1001,45.14,park,3
672,440,52.86,river,5
672,759,57.74,river,5
672,740,54.54,river,5
672,816,54.11,mountain,5
672,1097,42.94,mountain,5
672,768,23.68,river,5
672,1010,40.45,park,3
672,1167,36.51,park,1
672,733,57.6,river,5
673,353,31.25,mountain,2
673,1085,50.06,mountain,1
673,587,47.77,river,2
673,811,52.59,mountain,3
673,436,35.23,river,1
673,486,56.07,mountain,1
673,825,49.65,mountain,3
673,619,21.64,river,2
673,1297,26.88,park,5
673,984,42.92,park,5
674,1204,25.88,river,5
674,962,22.96,mountain,3
674,1433,51.28,park,5
674,1220,32.74,river,5
674,968,26.65,mountain,1
674,1098,30.17,mountain,1
674,1039,22.38,river,5
674,1350,24.74,river,5
674,1253,55.63,mountain,1
674,1447,41.24,park,5
675,1292,30.9,park,1
675,773,56.79,river,5
675,1002,46.17,park,2
675,979,20.45,park,2
675,1439,49.92,park,3
675,765,38.46,river,5
675,733,22.25,river,5
675,492,43.45,mountain,5
675,1008,52.28,park,2
675,1469,32.2,park,3
676,568,46.74,park,5
676,570,55.2,park,5
676,332,39.51,river,2
676,170,27.31,river,3
676,182,48.3,river,1
676,550,44.59,park,5
676,320,49.56,river,2
676,313,33.7,river,2
676,689,26.42,park,5
676,187,36.88,river,2
677,1147,52.07,park,5
677,1278,28.38,park,5
677,864,32.65,park,5
677,1155,54.68,park,5
677,626,41.8,river,3
677,991,26.73,park,5
677,519,23.82,mountain,1
677,726,54.93,park,5
677,754,52.08,river,3
677,620,22.67,river,1
678,1396,54.08,mountain,2
678,476,40.57,river,5
678,768,28.14,river,5
678,896,30.95,river,5
678,747,28.94,river,5
678,1154,24.37,park,5
678,480,50.07,river,5
678,753,22.17,river,5
678,862,20.01,park,5
678,840,53.02,park,5
679,1110,52.51,mountain,5
679,1003,23.87,park,1
679,1009,30.79,park,2
679,1291,39.76,park,3
679,595,56.6,river,3
679,876,29.83,park,1
679,1021,25.69,park,3
679,1023,43.52,park,3
679,1303,35.21,park,1
679,1090,30.4,mountain,5
680,1470,42.29,park,5
680,1457,47.73,park,5
680,1070,20.67,river,2
680,970,22.58,mountain,5
680,1472,36.66,park,5
680,1075,38.67,river,3
680,1219,39.71,river,3
680,1235,28.58,mountain,5
680,938,22.35,mountain,5
680,1447,20.23,park,5
681,1445,21.5,park,5
681,1471,26.56,park,5
681,1361,31.88,river,5
681,931,47.54,mountain,2
681,1368,33.05,river,5
681,1265,32.96,mountain,3
681,952,48.84,mountain,2
681,975,23.9,mountain,1
681,1076,37.56,river,5
681,1356,59.25,river,5
682,909,34.3,river,5
682,1352,55.96,river,5
682,1442,36.98,park,5
682,1193,51.4,river,5
682,1347,51.48,river,5
682,1373,39.8,river,5
682,1108,20.45,mountain,2
682,1049,47.21,river,5
682,1191,45.68,river,5
682,1468,25.1,park,5
683,155,47.19,river,5
683,178,43.89,river,5
683,151,24.25,river,5
683,690,22.84,park,5
683,185,22.05,river,5
683,326,22.94,river,5
683,416,34.32,park,5
683,191,52.97,river,5
683,324,27.22,river,5
683,159,43.55,river,5
684,925,37.18,river,5
684,909,48.88,river,5
684,1083,41.75,mountain,2
684,1454,54.24,park,5
684,1344,59.28,river,5
684,1195,33.76,river,5
684,922,43.94,river,5
684,1432,30.27,park,5
684,1302,30.45,park,5
684,1362,35.98,river,5
685,604,42.32,river,2
685,1292,55.14,park,5
685,756,49.75,river,3
685,448,30.16,river,2
685,980,34.47,park,5
685,1128,22.61,park,5
685,728,32.22,river,1
685,1313,33.39,park,5
685,896,42.23,river,1
685,1231,38.06,mountain,2
686,1377,27.01,river,3
686,1466,34.11,park,2
686,1367,29.37,river,1
686,1179,34.09,river,3
686,1216,36.87,river,3
686,944,47.62,mountain,5
686,1470,34.82,park,2
686,1202,35.5,river,1
686,1276,45.47,mountain,5
686,1390,55.21,mountain,5
687,425,21.99,park,1
687,386,34.97,park,1
687,306,28.45,river,5
687,568,53.73,park,2
687,570,29.64,park,2
687,330,52.9,river,5
687,154,57.25,river,5
687,720,44.92,park,2
687,569,21.59,park,3
687,700,47.33,park,1
688,161,51.47,river,5
688,536,39.58,park,3
688,178,55.6,river,5
688,195,41.06,river,5
688,181,35.8,river,5
688,196,48.15,river,5
688,565,41.63,park,1
688,190,25.14,river,5
688,570,38.17,park,1
688,425,24.82,park,2
689,1469,59.06,park,3
689,953,44.25,mountain,5
689,876,53.12,park,2
689,373,32.86,mountain,5
689,649,55.76,mountain,5
689,694,24.57,park,1
689,486,39.44,mountain,5
689,736,42.74,river,2
689,744,42.32,river,3
689,1152,29.02,park,2
690,1472,55.92,park,1
690,1477,57.7,park,2
690,1471,20.78,park,1
690,1391,22.89,mountain,3
690,1227,35.99,river,5
690,1395,26.05,mountain,1
690,1406,23.67,mountain,1
690,1334,32.91,river,5
690,880,35.78,river,5
690,1261,32.26,mountain,2
691,1448,25.41,park,1
691,1362,59.5,river,5
691,1056,31.52,river,5
691,1319,49.09,park,3
691,1195,29.39,river,5
691,906,26.87,river,5
691,1407,40.05,mountain,5
691,822,48.63,mountain,5
691,880,52.82,river,5
691,1193,55.18,river,5
692,323,21.66,river,1
692,155,48.99,river,2
692,680,59.12,park,5
692,316,57.45,river,2
692,341,33.88,mountain,5
692,170,29.8,river,2
692,181,41.63,river,1
692,178,59.68,river,1
692,191,21.49,river,1
692,697,56.02,park,5
693,913,46.42,river,5
693,1052,36.22,river,5
693,944,47.5,mountain,5
693,1444,54.95,park,2
693,1212,45.52,river,5
693,1061,24.45,river,5
693,889,59.46,river,5
693,1046,32.72,river,5
693,1058,48.71,river,5
693,1047,56.5,river,5
694,162,24.89,river,1
694,412,37.86,park,5
694,173,20.7,river,1
694,377,29.46,mountain,5
694,308,59.68,river,3
694,331,49.74,river,2
694,409,22.7,park,5
694,189,21.67,river,2
694,335,26.41,river,2
694,190,26.34,river,3
695,1442,48.11,park,3
695,1384,47.83,mountain,3
695,1383,34.18,mountain,2
695,918,34.84,river,5
695,1257,45.4,mountain,2
695,1264,53.08,mountain,2
695,902,47.73,river,5
695,1252,48.76,mountain,3
695,1182,52.0,river,5
695,1323,47.94,park,2
696,470,57.31,river,5
696,971,58.61,mountain,2
696,453,45.38,river,5
696,1079,24.03,mountain,1
696,859,36.66,park,1
696,767,36.37,river,5
696,1259,33.4,mountain,1
696,740,51.36,river,5
696,1249,50.06,mountain,1
696,1110,20.04,mountain,3
697,711,53.3,park,5
697,425,24.05,park,5
697,335,40.73,river,1
697,394,32.53,park,5
697,331,57.38,river,2
697,185,46.2,river,2
697,186,31.74,river,2
697,720,23.61,park,5
697,719,47.7,park,5
697,700,49.94,park,5
698,1090,24.72,mountain,3
698,1165,54.88,park,5
698,601,50.73,river,5
698,481,38.15,river,5
698,1010,43.55,park,5
698,625,36.16,river,5
698,453,54.88,river,5
698,710,52.74,park,5
698,446,33.24,river,5
698,994,39.05,park,5
699,944,25.77,mountain,5
699,908,29.74,river,1
699,1221,38.16,river,2
699,1217,20.03,river,2
699,1084,21.04,mountain,5
699,1433,29.57,park,1
699,1038,47.49,river,3
699,1395,29.1,mountain,5
699,1093,54.61,mountain,5
699,1276,37.21,mountain,5
700,1187,32.28,river,2
700,1182,55.73,river,1
700,1352,55.86,river,1
700,882,50.99,river,2
700,1333,45.5,river,2
700,1180,41.05,river,2
700,1471,39.26,park,5
700,1440,57.49,park,5
700,1234,47.43,mountain,1
700,1410,57.94,mountain,1
701,689,21.75,park,2
701,682,21.23,park,2
701,540,20.21,park,2
701,194,30.06,river,2
701,584,56.84,park,1
701,418,29.14,park,2
701,159,31.08,river,1
701,386,45.21,park,2
701,158,58.09,river,1
701,409,36.86,park,3
702,470,24.05,river,1
702,851,50.09,park,5
702,438,30.71,river,2
702,649,51.95,mountain,2
702,1310,33.14,park,5
702,1231,48.2,mountain,2
702,984,50.27,park,5
702,1301,29.61,park,5
702,591,45.99,river,2
702,1292,47.21,park,5
703,1316,24.52,park,5
703,860,49.24,park,5
703,834,48.35,park,5
703,1315,34.25,park,5
703,449,24.36,river,5
703,788,50.03,mountain,2
703,984,55.28,park,5
703,774,40.32,river,5
703,982,39.62,park,5
703,1133,47.37,park,5
704,816,26.0,mountain,2
704,1002,47.97,park,5
704,1148,25.79,park,5
704,1249,56.61,mountain,1
704,865,36.62,park,5
704,455,47.86,river,3
704,1292,20.22,park,5
704,604,24.67,river,1
704,953,24.73,mountain,1
704,863,32.62,park,5
705,1067,56.0,river,1
705,1356,43.25,river,3
705,1449,32.25,park,5
705,1075,47.2,river,1
705,899,57.86,river,1
705,1450,29.76,park,5
705,1280,30.35,park,5
705,975,47.8,mountain,2
705,1068,53.86,river,2
705,887,43.88,river,3
706,151,38.73,river,3
706,425,45.72,park,5
706,313,26.98,river,2
706,693,40.65,park,5
706,177,46.46,river,1
706,176,23.94,river,2
706,689,32.29,park,5
706,196,28.18,river,1
706,570,50.44,park,5
706,318,31.88,river,2
707,1450,29.19,park,5
707,919,57.63,river,5
707,1058,29.92,river,5
707,1113,32.89,mountain,1
707,1051,37.58,river,5
707,1104,45.87,mountain,1
707,1233,42.81,mountain,3
707,1077,36.6,river,5
707,1384,43.85,mountain,3
707,1034,30.08,river,5
708,189,31.36,river,1
708,550,29.35,park,5
708,156,48.93,river,1
708,406,29.7,park,5
708,312,50.19,river,1
708,693,46.22,park,5
708,158,20.28,river,2
708,697,21.29,park,5
708,177,35.98,river,2
708,176,45.24,river,3
709,720,43.27,park,5
709,335,52.21,river,5
709,716,47.61,park,5
709,188,51.86,river,5
709,386,44.84,park,5
709,193,50.37,river,5
709,312,24.86,river,5
709,332,23.31,river,5
709,182,39.91,river,5
709,196,25.68,river,5
710,886,58.74,river,1
710,1017,50.36,park,5
710,1243,36.87,mountain,1
710,620,52.58,river,1
710,481,45.37,river,1
710,1090,41.47,mountain,2
710,756,23.45,river,3
710,841,32.11,park,5
710,833,33.25,park,5
710,1288,29.85,park,5
711,170,32.18,river,2
711,323,51.57,river,2
711,341,57.15,mountain,2
711,169,57.98,river,2
711,153,54.6,river,3
711,690,31.32,park,5
711,434,27.29,park,5
711,550,20.32,park,5
711,190,44.15,river,2
711,388,30.03,park,5
712,1165,39.35,park,5
712,618,44.46,river,1
712,467,39.96,river,2
712,986,24.89,park,5
712,451,48.59,river,1
712,996,38.41,park,5
712,478,42.81,river,1
712,519,45.53,mountain,1
712,1321,47.29,park,5
712,439,27.15,river,2
713,711,20.6,park,3
713,193,38.42,river,1
713,693,54.69,park,3
713,690,45.22,park,3
713,159,46.46,river,1
713,190,47.08,river,1
713,186,32.52,river,3
713,306,31.6,river,3
713,414,39.67,park,3
713,424,42.73,park,2
714,189,27.5,river,5
714,151,51.49,river,5
714,173,31.35,river,5
714,153,59.11,river,5
714,190,55.34,river,5
714,306,50.26,river,5
714,183,45.05,river,5
714,400,48.25,park,5
714,199,27.41,river,5
714,175,20.81,river,5
715,483,44.54,river,5
715,995,47.09,park,3
715,592,53.81,river,5
715,1023,25.23,park,2
715,1109,40.58,mountain,5
715,1014,23.05,park,2
715,599,39.34,river,5
715,687,21.91,park,1
715,519,55.88,mountain,5
715,1327,47.26,park,1
716,408,25.32,park,2
716,186,46.88,river,5
716,185,49.01,river,5
716,570,20.42,park,2
716,400,44.19,park,3
716,331,35.56,river,5
716,682,29.9,park,3
716,412,49.44,park,2
716,540,21.01,park,3
716,159,22.71,river,5
717,332,45.98,river,1
717,564,48.87,park,3
717,178,34.78,river,3
717,419,30.29,park,1
717,176,23.29,river,3
717,170,57.57,river,2
717,570,21.18,park,2
717,174,33.48,river,3
717,421,23.58,park,2
717,156,21.48,river,3
718,1389,26.34,mountain,5
718,1066,21.9,river,1
718,1055,30.7,river,3
718,1280,48.62,park,1
718,1398,40.16,mountain,5
718,1033,44.8,river,2
718,1460,53.01,park,3
718,919,57.65,river,3
718,1377,49.85,river,2
718,1257,46.87,mountain,5
719,1044,55.85,river,2
719,1070,42.93,river,3
719,1363,28.55,river,2
719,1456,36.68,park,3
719,1427,41.15,mountain,5
719,1376,54.12,river,1
719,1119,21.68,mountain,5
719,1261,40.4,mountain,5
719,1441,23.87,park,3
719,925,38.72,river,1
720,1195,32.63,river,5
720,910,27.11,river,5
720,1224,27.59,river,5
720,1056,50.41,river,5
720,918,46.95,river,5
720,1427,42.9,mountain,2
720,1450,48.47,park,2
720,1118,47.13,mountain,3
720,975,21.38,mountain,2
720,1335,22.81,river,5
721,593,36.57,river,5
721,987,44.51,park,1
721,610,27.54,river,5
721,869,56.21,park,1
721,1307,56.6,park,1
721,896,36.63,river,5
721,739,48.13,river,5
721,449,37.65,river,5
721,1396,35.19,mountain,5
721,1171,29.01,park,3
722,1068,26.53,river,5
722,1081,27.37,mountain,2
722,1053,58.45,river,5
722,1206,59.58,river,5
722,1475,33.98,park,3
722,1072,44.12,river,5
722,1032,40.15,river,5
722,887,59.1,river,5
722,898,42.92,river,5
722,1476,58.84,park,3
723,454,43.11,river,2
723,1173,48.42,park,5
723,1142,47.18,park,5
723,1379,28.67,mountain,2
723,1164,44.85,park,5
723,461,59.06,river,3
723,616,43.4,river,1
723,610,54.56,river,2
723,1102,47.14,mountain,1
723,450,44.37,river,2
724,418,21.15,park,5
724,163,56.19,river,3
724,404,52.78,park,5
724,153,31.64,river,1
724,177,55.11,river,1
724,162,51.25,river,1
724,409,59.43,park,5
724,719,58.76,park,5
724,394,21.05,park,5
724,167,34.9,river,1
725,927,35.84,river,3
725,841,22.57,park,5
725,471,38.5,river,2
725,520,58.46,mountain,5
725,1255,56.44,mountain,5
725,1017,37.45,park,5
725,866,56.23,park,5
725,1401,23.89,mountain,5
725,843,24.12,park,5
725,859,48.0,park,5
726,711,54.68,park,5
726,186,45.4,river,3
726,388,23.8,park,5
726,155,28.12,river,3
726,571,40.52,park,5
726,313,29.35,river,1
726,434,45.84,park,5
726,181,33.57,river,3
726,174,49.35,river,1
726,175,37.11,river,2
727,716,39.01,park,5
727,434,37.98,park,5
727,191,39.54,river,5
727,199,51.11,river,5
727,406,53.14,park,5
727,333,52.52,river,5
727,176,37.45,river,5
727,313,26.63,river,5
727,308,22.1,river,5
727,171,22.31,river,5
728,689,40.28,park,5
728,171,48.86,river,5
728,333,33.02,river,5
728,151,49.01,river,5
728,185,54.97,river,5
728,724,54.29,park,5
728,195,21.97,river,5
728,389,25.65,park,5
728,177,30.88,river,5
728,325,36.61,river,5
729,412,54.17,park,1
729,570,51.67,park,2
729,402,42.58,park,1
729,724,54.31,park,3
729,320,31.64,river,2
729,171,37.87,river,1
729,421,35.82,park,3
729,716,32.32,park,3
729,199,22.82,river,1
729,158,58.54,river,3
730,434,26.04,park,1
730,312,48.05,river,1
730,565,36.43,park,2
730,414,22.85,park,3
730,188,54.78,river,2
730,418,26.43,park,1
730,386,22.91,park,2
730,176,23.11,river,1
730,318,40.07,river,3
730,421,25.55,park,1
731,326,53.74,river,5
731,724,24.67,park,3
731,388,57.31,park,1
731,565,59.71,park,1
731,418,55.15,park,2
731,406,54.92,park,3
731,341,53.82,mountain,5
731,325,26.75,river,5
731,154,50.07,river,5
731,199,32.45,river,5
732,395,39.27,park,1
732,156,33.89,river,5
732,571,22.83,park,3
732,187,41.31,river,5
732,404,56.78,park,2
732,585,49.99,park,1
732,328,59.52,river,5
732,151,30.8,river,5
732,153,48.7,river,5
732,550,31.9,park,1
733,1376,56.96,river,3
733,1423,26.68,mountain,5
733,1455,58.19,park,5
733,970,51.84,mountain,5
733,1063,36.25,river,1
733,1440,35.54,park,5
733,1209,56.14,river,3
733,1125,59.68,mountain,5
733,1194,31.79,river,3
733,1350,48.36,river,3
734,1157,21.88,park,5
734,1142,28.0,park,5
734,852,42.86,park,5
734,382,23.37,mountain,5
734,727,39.77,park,5
734,834,25.17,park,5
734,1027,40.58,park,5
734,809,43.78,mountain,5
734,881,45.81,river,1
734,765,52.25,river,3
735,884,23.69,river,5
735,1190,21.59,river,5
735,1075,54.79,river,5
735,1063,56.27,river,5
735,1195,28.81,river,5
735,910,54.01,river,5
735,933,24.95,mountain,3
735,1308,47.04,park,1
735,1276,53.16,mountain,2
735,1125,45.93,mountain,3
736,324,37.85,river,3
736,318,59.56,river,2
736,386,33.6,park,5
736,565,45.99,park,5
736,197,23.72,river,1
736,329,39.09,river,2
736,174,47.43,river,1
736,308,48.13,river,3
736,156,21.59,river,2
736,161,23.31,river,2
737,585,32.42,park,1
737,550,48.36,park,3
737,193,42.03,river,5
737,170,39.72,river,5
737,570,29.87,park,3
737,315,35.11,river,5
737,388,28.48,park,1
737,409,57.3,park,1
737,693,56.41,park,2
737,163,39.35,river,5
738,755,56.33,river,5
738,740,49.48,river,5
738,626,48.48,river,5
738,756,53.14,river,5
738,373,59.64,mountain,1
738,1310,27.71,park,2
738,600,26.35,river,5
738,1171,34.33,park,1
738,1078,25.9,mountain,1
738,1022,41.94,park,1
739,1032,32.22,river,2
739,1206,54.89,river,1
739,1046,42.29,river,2
739,908,37.21,river,2
739,1437,48.19,park,5
739,1412,49.68,mountain,2
739,1180,50.27,river,2
739,904,50.38,river,2
739,923,38.19,river,1
739,898,39.96,river,2
740,975,20.65,mountain,3
740,1071,23.68,river,3
740,1397,53.72,mountain,1
740,1408,56.51,mountain,1
740,1198,24.52,river,2
740,1461,55.47,park,5
740,1058,31.19,river,3
740,1084,56.78,mountain,3
740,1235,58.1,mountain,3
740,909,38.8,river,1
741,1104,54.56,mountain,2
741,1234,47.16,mountain,2
741,1188,40.1,river,5
741,1344,39.95,river,5
741,937,31.72,mountain,2
741,1052,23.85,river,5
741,1400,30.25,mountain,3
741,1222,35.26,river,5
741,1233,30.82,mountain,1
741,1312,45.17,park,5
742,169,53.17,river,1
742,187,37.34,river,1
742,316,43.35,river,2
742,682,40.08,park,5
742,711,56.24,park,5
742,183,58.85,river,1
742,313,23.66,river,2
742,724,54.89,park,5
742,716,36.07,park,5
742,155,52.45,river,2
743,693,25.52,park,5
743,335,47.25,river,5
743,404,39.42,park,5
743,332,50.34,river,5
743,181,47.89,river,5
743,195,38.63,river,5
743,395,29.3,park,5
743,711,46.2,park,5
743,323,41.85,river,5
743,190,36.88,river,5
744,171,57.73,river,3
744,183,57.13,river,2
744,402,33.65,park,5
744,312,31.53,river,3
744,720,38.21,park,5
744,187,50.61,river,1
744,330,37.98,river,2
744,306,59.82,river,1
744,156,29.18,river,3
744,191,48.34,river,2
745,831,28.03,park,5
745,1017,59.92,park,5
745,1165,55.64,park,5
745,870,53.69,park,5
745,1148,36.26,park,5
745,917,36.15,river,2
745,687,48.06,park,5
745,999,53.71,park,5
745,468,50.42,river,1
745,1143,38.45,park,5
746,1108,29.65,mountain,2
746,1034,38.15,river,2
746,1125,34.85,mountain,1
746,1193,25.23,river,3
746,1233,34.1,mountain,2
746,1067,40.5,river,2
746,938,36.47,mountain,2
746,1472,24.29,park,5
746,905,38.08,river,1
746,1218,53.17,river,3
747,883,57.12,river,5
747,1056,28.53,river,5
747,1432,41.9,park,2
747,919,46.7,river,5
747,1041,52.68,river,5
747,1361,31.67,river,5
747,1220,53.61,river,5
747,1252,25.0,mountain,5
747,1219,54.17,river,5
747,1125,40.16,mountain,5
748,898,30.99,river,5
748,1185,26.56,river,5
748,1083,40.7,mountain,3
748,1398,39.75,mountain,1
748,1457,23.4,park,1
748,1312,29.24,park,3
748,1390,43.38,mountain,3
748,1442,55.83,park,1
748,1406,30.57,mountain,1
748,879,21.25,river,5
749,974,33.77,mountain,3
749,1397,37.45,mountain,2
749,1419,38.81,mountain,1
749,1453,53.09,park,5
749,1363,21.25,river,2
749,1423,54.56,mountain,1
749,1062,37.25,river,3
749,1119,27.85,mountain,2
749,1228,23.67,mountain,1
749,967,31.01,mountain,3
750,1143,56.7,park,5
750,1001,52.64,park,5
750,1133,23.7,park,5
750,980,31.73,park,5
750,1016,51.13,park,5
750,1163,49.16,park,5
750,1005,51.39,park,5
750,870,22.09,park,5
750,449,49.68,river,2
750,868,51.11,park,5
751,182,55.7,river,3
751,153,42.24,river,3
751,394,59.95,park,1
751,191,21.09,river,2
751,155,56.85,river,1
751,571,51.72,park,1
751,720,22.38,park,2
751,341,59.86,mountain,5
751,416,47.03,park,3
751,400,48.31,park,2
752,386,55.89,park,5
752,310,21.89,river,1
752,584,27.27,park,5
752,331,42.89,river,3
752,333,54.19,river,3
752,304,40.01,river,2
752,332,22.29,river,1
752,318,43.95,river,1
752,565,31.54,park,5
752,155,31.69,river,1
753,923,53.84,river,5
753,1392,51.06,mountain,1
753,1395,30.72,mountain,2
753,1383,26.49,mountain,1
753,1201,39.33,river,5
753,913,22.61,river,5
753,1460,26.56,park,2
753,1306,27.46,park,2
753,928,49.53,mountain,3
753,919,27.98,river,5
754,388,35.91,park,2
754,169,46.54,river,5
754,183,58.81,river,5
754,306,21.99,river,5
754,163,28.55,river,5
754,199,43.84,river,5
754,395,36.7,park,3
754,402,31.02,park,3
754,189,44.12,river,5
754,421,55.31,park,3
755,1042,43.36,river,3
755,1204,40.91,river,1
755,1227,29.7,river,1
755,1466,34.15,park,5
755,1438,49.49,park,5
755,926,58.16,river,1
755,1308,47.91,park,5
755,1474,25.19,park,5
755,1068,48.8,river,1
755,1362,38.99,river,2
756,419,51.11,park,5
756,154,37.74,river,5
756,571,30.09,park,5
756,418,42.68,park,5
756,388,55.53,park,5
756,167,43.1,river,5
756,174,59.6,river,5
756,341,50.68,mountain,3
756,324,34.07,river,5
756,404,32.1,park,5
757,1048,37.04,river,5
757,1077,21.17,river,5
757,1390,29.68,mountain,1
757,1412,50.13,mountain,1
757,1032,37.25,river,5
757,1052,37.15,river,5
757,1275,46.08,mountain,2
757,910,50.25,river,5
757,1421,32.29,mountain,3
757,1276,24.68,mountain,1
758,1376,56.16,river,3
758,1393,53.54,mountain,2
758,1202,26.3,river,1
758,1258,56.64,mountain,3
758,1452,50.37,park,5
758,1206,52.38,river,2
758,1444,22.75,park,5
758,1118,54.88,mountain,3
758,1070,23.43,river,2
758,1227,22.37,river,2
759,1193,51.71,river,1
759,962,47.89,mountain,5
759,1407,54.08,mountain,5
759,1059,34.86,river,3
759,913,29.32,river,2
759,1468,35.15,park,2
759,899,51.64,river,1
759,1223,56.97,river,1
759,1203,37.53,river,2
759,1048,56.14,river,1
760,195,57.66,river,5
760,682,30.59,park,2
760,386,45.45,park,3
760,689,25.36,park,3
760,325,35.02,river,5
760,400,57.99,park,3
760,186,35.84,river,5
760,190,38.32,river,5
760,318,52.94,river,5
760,167,42.01,river,5
761,763,52.75,river,3
761,739,34.07,river,2
761,861,23.43,park,5
761,353,53.15,mountain,5
761,1263,48.42,mountain,5
761,858,51.89,park,5
761,615,30.45,river,3
761,1297,21.91,park,5
761,1128,20.81,park,5
761,462,33.61,river,1
762,1051,40.23,river,3
762,778,29.9,mountain,5
762,1210,54.9,river,3
762,1116,39.01,mountain,5
762,1035,35.5,river,3
762,1378,51.85,mountain,5
762,895,59.32,river,3
762,1429,59.51,park,2
762,1360,36.85,river,3
762,1186,50.71,river,2
763,195,55.3,river,3
763,306,39.66,river,2
763,408,41.49,park,5
763,180,56.38,river,3
763,313,38.67,river,3
763,334,34.48,river,2
763,318,28.9,river,1
763,188,55.45,river,3
763,171,38.67,river,2
763,183,32.2,river,1
764,1265,47.76,mountain,5
764,1447,29.37,park,2
764,894,51.71,river,5
764,1065,45.4,river,5
764,1333,21.59,river,5
764,1465,29.89,park,2
764,1378,50.79,mountain,5
764,1377,44.73,river,5
764,1428,59.18,park,3
764,1252,20.67,mountain,5
765,1393,29.97,mountain,5
765,1344,44.54,river,3
765,1256,23.9,mountain,5
765,1213,35.31,river,1
765,1233,51.76,mountain,5
765,907,36.8,river,1
765,1261,47.71,mountain,5
765,1034,52.17,river,2
765,1473,33.54,park,2
765,1464,35.08,park,1
766,1303,46.21,park,1
766,1001,24.55,park,1
766,1284,22.97,park,2
766,731,44.88,river,5
766,612,35.01,river,5
766,1177,21.45,park,2
766,616,50.98,river,5
766,619,50.39,river,5
766,1279,38.3,park,3
766,1321,44.31,park,1
767,1180,58.9,river,5
767,1121,26.42,mountain,2
767,1037,50.64,river,5
767,1233,50.57,mountain,2
767,1066,56.6,river,5
767,1076,51.53,river,5
767,1068,55.23,river,5
767,1362,29.26,river,5
767,1028,49.01,river,5
767,1183,25.11,river,5
768,1318,20.15,park,1
768,1429,32.09,park,2
768,925,32.73,river,5
768,1445,24.41,park,1
768,1083,20.23,mountain,2
768,1471,27.44,park,1
768,1393,29.1,mountain,3
768,1108,25.99,mountain,3
768,1442,40.92,park,1
768,1421,20.25,mountain,2
769,1182,44.35,river,2
769,1235,35.03,mountain,5
769,1220,47.36,river,2
769,1203,54.32,river,2
769,1058,34.61,river,3
769,1393,41.27,mountain,5
769,1337,51.6,river,2
769,1201,25.18,river,1
769,1398,31.8,mountain,5
769,1395,51.4,mountain,5
770,1377,35.57,river,1
770,1458,27.32,park,5
770,1180,31.74,river,1
770,1199,40.07,river,2
770,1083,27.58,mountain,1
770,1221,49.74,river,2
770,1196,42.83,river,3
770,1319,44.51,park,5
770,1213,57.41,river,1
770,1434,53.65,park,5
771,846,58.28,park,2
771,1011,25.48,park,1
771,440,43.65,river,5
771,1288,44.52,park,3
771,903,39.69,river,5
771,1002,55.77,park,2
771,1316,48.23,park,3
771,997,39.52,park,1
771,1016,25.58,park,1
771,486,30.74,mountain,3
772,876,23.62,park,5
772,741,53.61,river,5
772,1160,33.63,park,5
772,1284,21.98,park,5
772,610,52.51,river,5
772,631,30.7,mountain,1
772,805,35.86,mountain,1
772,1016,25.51,park,5
772,839,36.12,park,5
772,1463,59.19,park,5
773,1113,22.12,mountain,5
773,1054,33.97,river,5
773,883,35.16,river,5
773,1442,29.36,park,3
773,880,27.52,river,5
773,1428,22.32,park,1
773,1068,57.58,river,5
773,1456,26.28,park,3
773,1363,40.78,river,5
773,1335,37.01,river,5
774,619,51.55,river,5
774,467,26.33,river,5
774,1166,45.18,park,5
774,1293,58.5,park,5
774,471,58.77,river,5
774,1156,55.98,park,5
774,1401,32.19,mountain,1
774,501,46.83,mountain,1
774,995,59.09,park,5
774,836,21.43,park,5
775,743,41.67,river,2
775,1160,32.57,park,3
775,1379,30.86,mountain,5
775,1287,50.07,park,2
775,1006,34.1,park,3
775,774,27.1,river,2
775,1026,57.86,park,1
775,832,37.55,park,3
775,1284,40.74,park,1
775,459,50.16,river,1
776,1432,58.43,park,1
776,1433,36.14,park,2
776,1276,55.05,mountain,5
776,1441,34.59,park,1
776,1216,43.18,river,3
776,1423,49.23,mountain,5
776,902,52.97,river,1
776,1408,45.7,mountain,5
776,909,43.09,river,3
776,1334,52.98,river,2
777,976,46.86,mountain,3
777,1240,42.54,mountain,1
777,912,32.26,river,2
777,1176,44.8,park,5
777,1079,30.63,mountain,3
777,1020,54.57,park,5
777,436,34.24,river,1
777,476,32.59,river,1
777,1463,39.23,park,5
777,1136,51.0,park,5
778,1210,58.55,river,5
778,1412,47.84,mountain,3
778,1186,26.52,river,5
778,968,27.6,mountain,1
778,1077,21.06,river,5
778,1212,53.98,river,5
778,1046,55.21,river,5
778,1398,54.29,mountain,3
778,1066,42.64,river,5
778,920,44.45,river,5
779,1052,54.99,river,5
779,893,30.96,river,5
779,950,43.84,mountain,5
779,1100,26.93,mountain,5
779,1431,32.46,park,1
779,1182,31.34,river,5
779,1474,45.82,park,2
779,1427,27.72,mountain,5
